Data partit, Camp, Temporada, Ronda, Fase, Equip, Punts, Entrenador, Jugador, Minuts, Punts, Intents2, Intents3, Tirs lliures, Rebots ofensius, Rebots defensius, Rebots totals, Assistencies, Robatoris, Perdues, Bloquejos fets, Bloquejos rebuts, Faltes realitzades,Faltes rebudes, PIR (Performance Index Rating)
April 03 2002 00:00,PALAMALAGUTI,2001-02,Top 16,Round 5,Real Madrid,82,SERGIO SCARIOLO,LUCIO ANGULO,31:00,13,3/3,0/4,7/7,1,1,2,2,1,5,,,5,6,10
April 03 2002 00:00,PALAMALAGUTI,2001-02,Top 16,Round 5,Real Madrid,82,SERGIO SCARIOLO,ZAN TABAK,28:00,13,6/10,,1/2,1,5,6,1,2,3,1,1,4,3,13
April 03 2002 00:00,PALAMALAGUTI,2001-02,Top 16,Round 5,Real Madrid,82,SERGIO SCARIOLO,ALBERTO HERREROS,30:00,16,1/3,3/7,5/5,,3,3,,1,2,,,,4,16
April 03 2002 00:00,PALAMALAGUTI,2001-02,Top 16,Round 5,Real Madrid,82,SERGIO SCARIOLO,EDU HERNANDEZ-SONSECA,29:00,7,3/4,0/1,1/1,1,11,12,,1,1,2,,2,1,18
April 03 2002 00:00,PALAMALAGUTI,2001-02,Top 16,Round 5,Real Madrid,82,SERGIO SCARIOLO,STEFANO ATTRUIA,34:00,19,5/5,3/5,,,1,1,2,2,2,,,2,3,21
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Efes Pilsen,101,OKTAY MAHMUTI,ENDER ARSLAN,16:52,7,0/1,1/1,4/6,,2,2,3,,,,,4,4,9
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Efes Pilsen,101,OKTAY MAHMUTI,MARCUS BROWN,31:02,25,2/2,4/6,9/9,,3,3,6,4,1,,,2,8,41
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Efes Pilsen,101,OKTAY MAHMUTI,OMER ONAN,17:06,10,2/3,2/3,0/2,,2,2,1,1,2,,,2,3,9
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Efes Pilsen,101,OKTAY MAHMUTI,SAULIUS STOMBERGAS,13:21,11,1/1,2/2,3/3,,2,2,1,,2,,,4,2,10
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Efes Pilsen,101,OKTAY MAHMUTI,ENVER EKMEN,0:48,,,,,,,,,,,,,,,
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Efes Pilsen,101,OKTAY MAHMUTI,ARDA VEKILOGLU,25:58,11,3/5,0/2,5/6,3,3,6,1,,1,1,,5,4,12
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Efes Pilsen,101,OKTAY MAHMUTI,KEREM TUNCERI,23:08,4,1/4,0/1,2/2,,3,3,3,1,1,,1,1,1,5
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Efes Pilsen,101,OKTAY MAHMUTI,ALPER YILMAZ,23:31,,,0/1,,,5,5,3,3,,,,4,1,7
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Efes Pilsen,101,OKTAY MAHMUTI,MEHMET OKUR,32:04,22,9/11,0/1,4/8,1,6,7,1,,4,,1,1,6,23
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Efes Pilsen,101,OKTAY MAHMUTI,KASPARS KAMBALA,16:10,11,4/6,,3/6,1,1,2,,,3,,1,3,6,7
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Ural Great,84,SERGEY BELOV,VYACHESLAV SHUSHAKOV,3:26,,,0/1,,1,,1,1,,1,,,5,,-5
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Ural Great,84,SERGEY BELOV,ALEXANDR BASHMINOV,30:20,24,8/12,2/4,2/3,4,5,9,1,,,2,,4,3,28
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Ural Great,84,SERGEY BELOV,SERGEY PANOV,9:56,8,2/2,0/2,4/4,,1,1,,1,1,,,4,2,5
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Ural Great,84,SERGEY BELOV,VASILY KARASEV,32:27,8,2/3,0/6,4/5,,2,2,4,1,,,,2,6,11
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Ural Great,84,SERGEY BELOV,ANDREY SHEYKO,17:21,,,0/2,0/2,1,1,2,,1,1,1,,1,1,-1
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Ural Great,84,SERGEY BELOV,MIKHAIL MIKHAILOV,15:10,9,2/5,0/1,5/5,,2,2,1,,2,,,3,4,7
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Ural Great,84,SERGEY BELOV,PANAGIOTIS LIADELIS,14:10,4,0/1,0/1,4/4,1,1,2,2,,2,,,5,3,2
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Ural Great,84,SERGEY BELOV,ALEXEY PEGUSHIN,21:03,5,1/2,1/4,,2,,2,2,,1,,,3,,1
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Ural Great,84,SERGEY BELOV,RUSLAN AVLEEV,29:57,24,5/10,3/4,5/7,1,3,4,1,,1,,1,2,6,23
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Ural Great,84,SERGEY BELOV,ANTHONY BOWIE,18:06,,0/2,0/2,,,,,2,2,1,,,5,,-6
April 04 2002 00:00,ABDI IPEKCI SPORTS HALL,2001-02,Top 16,Round 5,Ural Great,84,SERGEY BELOV,VASSIL EVTIMOV,8:04,2,0/2,,2/2,2,2,4,3,1,1,,,1,1,7
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,Panathinaikos,96,ZELJKO OBRADOVIC,FRAGISKOS ALVERTIS,35:11,14,2/4,2/6,4/6,,3,3,,1,3,1,,5,4,7
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,Panathinaikos,96,ZELJKO OBRADOVIC,GEORGIOS KALAITZIS,25:47,,0/2,0/2,,,1,1,1,,1,,,5,,-8
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,Panathinaikos,96,ZELJKO OBRADOVIC,JOHNNY ROGERS,6:18,3,1/2,,1/2,,,,,,1,,,1,1,
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,Panathinaikos,96,ZELJKO OBRADOVIC,DAMIR MULAOMEROVIC,27:42,14,3/5,1/4,5/5,1,1,2,5,1,1,,1,5,4,14
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,Panathinaikos,96,ZELJKO OBRADOVIC,GEORGIOS BALLOGIANNIS,2:54,,,,,,,,,,,,,1,,-1
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,Panathinaikos,96,ZELJKO OBRADOVIC,DEJAN BODIROGA,42:29,27,6/9,1/3,12/18,2,6,8,,2,2,,,4,14,34
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,Panathinaikos,96,ZELJKO OBRADOVIC,DARRYL MIDDLETON,22:20,12,4/4,,4/6,1,2,3,1,,3,,,5,5,11
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,Panathinaikos,96,ZELJKO OBRADOVIC,IBRAHIM KUTLUAY,28:09,6,0/1,1/3,3/4,1,1,2,4,,1,,,5,2,4
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,Panathinaikos,96,ZELJKO OBRADOVIC,LAZAROS PAPADOPOULOS,3:42,2,1/1,,,,,,,,1,,,1,1,1
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,Panathinaikos,96,ZELJKO OBRADOVIC,YANNIS GIANNOULIS,26:45,15,7/7,,1/5,2,7,9,,,6,3,,4,7,20
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,Panathinaikos,96,ZELJKO OBRADOVIC,PEPE SANCHEZ,3:43,3,,,3/4,,1,1,2,,,,,2,2,5
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,AEK Athens,92,DRAGAN SAKOTA,JR HOLDEN,40:11,15,3/8,2/5,3/8,,1,1,3,1,2,,2,5,7,5
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,AEK Athens,92,DRAGAN SAKOTA,SPYRIDON PANTELIADIS,1:49,,,0/1,0/2,,,,,,,,,,1,-2
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,AEK Athens,92,DRAGAN SAKOTA,NIKOS ZISIS,18:28,9,0/1,1/1,6/6,,,,1,,1,,,2,3,9
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,AEK Athens,92,DRAGAN SAKOTA,GEORGIOS TSIARAS,1:19,1,,,1/2,,,,,,,,,1,1,
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,AEK Athens,92,DRAGAN SAKOTA,CHRISTOPHER CARR,15:24,7,2/6,1/1,,1,,1,,,2,,1,5,,-4
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,AEK Athens,92,DRAGAN SAKOTA,NIKOLAOS CHATZIS,20:51,11,2/3,0/2,7/9,1,1,2,1,,3,,,5,6,7
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,AEK Athens,92,DRAGAN SAKOTA,VASSILIS KIKILIAS,10:58,4,0/1,1/1,1/3,,1,1,,,,,,3,1,
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,AEK Athens,92,DRAGAN SAKOTA,DIMOS DIKOUDIS,24:18,11,5/10,0/2,1/2,5,5,10,,1,,,1,5,6,14
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,AEK Athens,92,DRAGAN SAKOTA,JIM BILBA,28:09,6,2/5,0/2,2/3,1,1,2,1,2,3,,,5,3,
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,AEK Athens,92,DRAGAN SAKOTA,ANDY BETTS,21:48,10,3/6,,4/7,4,2,6,,,2,1,,4,4,9
April 03 2002 00:00,OAKA,2001-02,Top 16,Round 5,AEK Athens,92,DRAGAN SAKOTA,MICHAILIS KAKIOUZIS,41:45,18,5/8,,8/10,4,5,9,,,1,,,5,6,22
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Olympiacos,85,SLOBODAN SUBOTIC ,NIKOLAOS BOUNTOURIS,20:03,6,,2/4,0/2,1,1,2,,1,1,,,2,2,4
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Olympiacos,85,SLOBODAN SUBOTIC ,THEODOROS PAPALOUKAS,25:43,8,1/1,1/3,3/4,,1,1,3,2,3,1,,2,2,9
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Olympiacos,85,SLOBODAN SUBOTIC ,DIMITRIOS PAPANIKOLAOU,3:24,,,,,,,,,,1,,,,,-1
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Olympiacos,85,SLOBODAN SUBOTIC ,ALEKSEY SAVRASENKO,30:55,8,3/7,,2/5,4,7,11,,1,2,2,1,2,3,13
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Olympiacos,85,SLOBODAN SUBOTIC ,STEPHANE RISACHER,30:08,11,2/4,0/1,7/9,1,3,4,1,,2,3,,4,4,12
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Olympiacos,85,SLOBODAN SUBOTIC ,ALPHONSO FORD,44:31,21,7/16,0/5,7/9,3,6,9,5,,4,1,,3,11,24
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Olympiacos,85,SLOBODAN SUBOTIC ,MILAN TOMIC,25:51,4,1/2,0/4,2/2,,,,1,,,,,3,1,-2
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Olympiacos,85,SLOBODAN SUBOTIC ,MISAN NIKAGBATSE,0:29,,,,,,,,1,,,,,,,1
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Olympiacos,85,SLOBODAN SUBOTIC ,PATRICK FEMERLING,5:30,2,1/3,,,2,,2,,,,,1,1,,
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Olympiacos,85,SLOBODAN SUBOTIC ,JAMES FORREST,9:09,9,3/5,,3/5,,4,4,1,1,1,,,4,4,10
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Olympiacos,85,SLOBODAN SUBOTIC ,IGNACIO  DE MIGUEL,29:17,16,4/6,,8/8,3,6,9,,2,2,,1,5,6,23
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Union Olimpija,89,ZMAGOSLAV SAGADIN,JIRI WELSCH,35:00,16,5/6,,6/10,1,5,6,6,2,1,,,4,7,27
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Union Olimpija,89,ZMAGOSLAV SAGADIN,JURICA GOLEMAC,26:11,15,3/6,2/3,3/4,1,1,2,2,,1,,1,5,4,11
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Union Olimpija,89,ZMAGOSLAV SAGADIN,VLADO ILIEVSKI,3:54,,0/1,,,,,,,,1,,,1,,-3
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Union Olimpija,89,ZMAGOSLAV SAGADIN,VLADIMER BOISA,9:59,4,2/2,0/1,,1,2,3,,,1,,,5,1,1
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Union Olimpija,89,ZMAGOSLAV SAGADIN,STIPE MODRIC,16:14,2,1/5,,,2,,2,,1,1,1,2,3,,-4
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Union Olimpija,89,ZMAGOSLAV SAGADIN,BENO UDRIH,41:06,29,5/8,5/11,4/7,2,6,8,2,1,3,,,3,6,28
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Union Olimpija,89,ZMAGOSLAV SAGADIN,JURE ZDOVC,44:33,9,0/3,3/8,,,4,4,8,2,2,2,1,3,2,13
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Union Olimpija,89,ZMAGOSLAV SAGADIN,TUNJI FEMI AWOJOBI,9:31,2,1/2,,,1,2,3,1,,,,1,1,1,4
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Union Olimpija,89,ZMAGOSLAV SAGADIN,HARIS MUJEZINOVIC,25:31,2,0/4,0/1,2/2,3,5,8,1,,2,,1,4,3,2
April 03 2002 00:00,PEACE AND FRIENDSHIP STADIUM,2001-02,Top 16,Round 5,Union Olimpija,89,ZMAGOSLAV SAGADIN,JASMIN HUKIC,13:01,10,3/4,1/2,1/1,1,1,2,1,,1,,1,4,2,7
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,CSKA Moscow,73,VALERY TIKHONENKO,CURTIS MC CANTS,23:58,1,0/4,0/1,1/2,,,,2,1,1,,,2,1,-4
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,CSKA Moscow,73,VALERY TIKHONENKO,MIRSAD TURKCAN,30:53,7,1/5,1/6,2/2,2,5,7,3,1,5,1,,3,1,3
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,CSKA Moscow,73,VALERY TIKHONENKO,RUBEN WOLKOWYSKY,32:10,19,7/12,1/1,2/2,4,2,6,1,2,4,,,5,3,17
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,CSKA Moscow,73,VALERY TIKHONENKO,GORDAN GIRICEK,39:59,26,5/12,3/6,7/7,1,2,3,1,2,2,,1,2,5,22
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,CSKA Moscow,73,VALERY TIKHONENKO,ZAKHAR PASHUTIN,20:43,,0/2,,,,1,1,1,,,,,4,,-4
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,CSKA Moscow,73,VALERY TIKHONENKO,DMITRY DOMANI,34:40,16,1/2,2/6,8/13,3,3,6,1,,3,1,,3,12,20
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,CSKA Moscow,73,VALERY TIKHONENKO,ALEXANDRE PETRENKO,17:37,4,2/3,0/1,,2,1,3,2,1,,,,4,,4
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,Tau Ceramica,90,DUSKO IVANOVIC,LUIS SCOLA,25:20,22,7/9,,8/12,1,3,4,2,3,3,,1,1,6,26
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,Tau Ceramica,90,DUSKO IVANOVIC,ANDRES NOCIONI,26:36,12,3/4,2/2,,,8,8,2,1,3,1,,4,1,17
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,Tau Ceramica,90,DUSKO IVANOVIC,ELMER BENNETT,40:00,19,2/4,3/8,6/8,2,2,4,10,1,5,,,4,5,21
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,Tau Ceramica,90,DUSKO IVANOVIC,LAURENT FOIREST,34:38,11,0/5,2/4,5/6,,3,3,4,3,2,,1,3,5,12
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,Tau Ceramica,90,DUSKO IVANOVIC,SERGI VIDAL,15:38,2,1/3,,,,,,1,,,,,3,2,
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,Tau Ceramica,90,DUSKO IVANOVIC,HUGO SCONOCHINI,3:08,,,0/1,,1,1,2,1,,,,,2,,
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,Tau Ceramica,90,DUSKO IVANOVIC,DEJAN TOMASEVIC,31:54,15,7/8,,1/1,4,4,8,,,1,,,3,3,21
April 03 2002 00:00,CSKA UNIVERSAL SPORTS HALL,2001-02,Top 16,Round 5,Tau Ceramica,90,DUSKO IVANOVIC,FABRICIO OBERTO,22:46,9,4/9,,1/1,4,5,9,,2,3,,,3,1,10
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,FC Barcelona,90,AITO GARCIA RENESES,NACHO RODRIGUEZ,23:49,11,1/2,2/2,3/4,,2,2,4,2,2,,,3,3,15
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,FC Barcelona,90,AITO GARCIA RENESES,ADEMOLA OKULAJA,18:00,4,1/3,0/2,2/2,3,3,6,,1,2,,,2,2,5
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,FC Barcelona,90,AITO GARCIA RENESES,ALAIN DIGBEU,23:08,8,2/2,1/1,1/2,,1,1,1,1,1,1,,3,1,8
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,FC Barcelona,90,AITO GARCIA RENESES,JUAN CARLOS NAVARRO,18:56,4,,1/5,1/2,,1,1,2,1,1,,,2,7,7
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,FC Barcelona,90,AITO GARCIA RENESES,ROBERTO DUENAS,20:19,16,6/9,,4/4,3,4,7,,,2,,,2,3,19
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,FC Barcelona,90,AITO GARCIA RENESES,SARUNAS JASIKEVICIUS,22:30,16,2/2,4/9,,,2,2,6,1,3,,,4,1,14
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,FC Barcelona,90,AITO GARCIA RENESES,EFTHYMIOS RENTZIAS,19:41,12,2/4,2/3,2/2,,2,2,1,,1,1,,2,1,11
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,FC Barcelona,90,AITO GARCIA RENESES,ANDERSON VAREJAO,22:00,8,1/1,1/1,3/4,2,4,6,,1,2,,,2,3,13
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,FC Barcelona,90,AITO GARCIA RENESES,ARTURAS KARNISOVAS,31:37,11,2/4,2/5,1/2,,3,3,2,4,2,,,1,2,13
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,Scavolini Pesaro,76,STEFANO PILLASTRINI,MIROSLAV BERIC,29:09,13,1/7,2/3,5/6,1,2,3,3,,1,,,4,6,12
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,Scavolini Pesaro,76,STEFANO PILLASTRINI,MELVIN BOOKER,27:44,9,2/4,1/5,2/4,,1,1,5,1,,,1,2,3,8
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,Scavolini Pesaro,76,STEFANO PILLASTRINI,SILVIO GIGENA,22:53,6,0/2,2/4,,,1,1,1,3,,,1,2,,4
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,Scavolini Pesaro,76,STEFANO PILLASTRINI,LARRY MIDDLETON,8:46,3,,1/3,,,1,1,,1,3,,,2,1,-1
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,Scavolini Pesaro,76,STEFANO PILLASTRINI,ANDREA PECILE,16:06,3,1/1,0/3,1/4,1,2,3,2,1,2,,,3,3,1
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,Scavolini Pesaro,76,STEFANO PILLASTRINI,BRADLEY TRAINA,16:49,3,,1/4,,,2,2,,,3,,,3,,-4
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,Scavolini Pesaro,76,STEFANO PILLASTRINI,MARKO TUSEK,32:28,12,4/6,1/1,1/2,1,2,3,2,,3,,,4,2,9
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,Scavolini Pesaro,76,STEFANO PILLASTRINI,MICHELE MAGGIOLI,13:30,8,4/4,,,2,,2,,,,,,,,10
April 18 2002 00:00,PALAU BLAUGRANA,2001-02,Top 16,Round 6,Scavolini Pesaro,76,STEFANO PILLASTRINI,JOSEPH BLAIR,32:35,19,9/9,,1/5,2,6,8,1,6,2,,,3,6,31
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Skipper Bologna,73,MATTEO BONICIOLLI,ANTHONY GOLDWIRE,31:00,11,3/10,1/7,2/3,3,3,6,2,2,2,,1,2,2,4
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Skipper Bologna,73,MATTEO BONICIOLLI,GREGOR FUCKA,19:00,11,5/9,0/1,1/3,2,5,7,1,3,3,,,3,7,16
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Skipper Bologna,73,MATTEO BONICIOLLI,ZORAN SAVIC,3:00,4,2/3,,,,1,1,,,2,,,2,,
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Skipper Bologna,73,MATTEO BONICIOLLI,ANDREA MENEGHIN,13:00,6,,2/3,,,,,2,1,4,1,,4,,1
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Skipper Bologna,73,MATTEO BONICIOLLI,MARKO MILIC,21:00,8,4/6,0/1,,3,2,5,2,1,2,,,2,1,10
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Skipper Bologna,73,MATTEO BONICIOLLI,EMILIO KOVACIC,30:00,5,2/8,,1/2,2,3,5,4,,,2,,1,2,10
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Skipper Bologna,73,MATTEO BONICIOLLI,GIACOMO GALANDA,28:00,11,2/6,1/4,4/5,3,4,7,,2,1,,1,4,4,10
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Skipper Bologna,73,MATTEO BONICIOLLI,STEFANO MANCINELLI,18:00,5,1/2,1/2,,,1,1,,,,,,2,,2
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Skipper Bologna,73,MATTEO BONICIOLLI,DAVOR MARCELIC,37:00,12,4/8,1/4,1/2,4,3,7,2,2,2,,,3,4,14
