Data partit, Camp, Temporada, Ronda, Fase, Equip, Punts, Entrenador, Jugador, Minuts, Punts, Intents2, Intents3, Tirs lliures, Rebots ofensius, Rebots defensius, Rebots totals, Assistencies, Robatoris, Perdues, Bloquejos fets, Bloquejos rebuts, Faltes realitzades,Faltes rebudes, PIR (Performance Index Rating)
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Benetton Basket,86,MIKE D'ANTONI,MARCELO NICOLA,27:00,10,2/3,2/4,,1,3,4,,,3,,1,2,,5
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Benetton Basket,86,MIKE D'ANTONI,TYUS EDNEY,31:00,20,6/9,1/3,5/6,,1,1,4,1,1,,,1,6,24
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Benetton Basket,86,MIKE D'ANTONI,RICCARDO PITTIS,24:00,10,5/9,,,1,4,5,2,2,,1,,2,2,16
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Benetton Basket,86,MIKE D'ANTONI,DENIS MARCONATO,17:00,1,0/1,,1/2,1,3,4,,,2,1,,4,2,
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Benetton Basket,86,MIKE D'ANTONI,MASSIMO BULLERI,16:00,4,2/4,0/1,,1,5,6,1,2,1,,1,1,1,8
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Benetton Basket,86,MIKE D'ANTONI,SERGEI CHIKALKIN,19:00,6,0/3,2/2,,,1,1,,,2,,,1,1,2
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Benetton Basket,86,MIKE D'ANTONI,BOSTJAN NACHBAR,17:00,9,2/4,1/2,2/2,1,2,3,2,3,2,,1,3,4,12
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Benetton Basket,86,MIKE D'ANTONI,CHARLIE BELL,21:00,9,2/4,1/5,2/2,,2,2,1,,3,,,2,1,2
April 18 2002 00:00,PALADOZZA,2001-02,Top 16,Round 6,Benetton Basket,86,MIKE D'ANTONI,JORGE GARBAJOSA,28:00,17,1/2,4/7,3/4,2,7,9,2,5,2,,,4,6,28
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Ural Great,87,SERGEY BELOV,ALEXANDR BASHMINOV,7:54,2,0/2,0/1,2/2,1,,1,,1,,,,4,1,-2
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Ural Great,87,SERGEY BELOV,SERGEY PANOV,38:32,12,4/6,0/3,4/5,4,10,14,,1,6,,1,3,3,14
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Ural Great,87,SERGEY BELOV,VASILY KARASEV,22:37,16,2/5,2/2,6/6,,2,2,,2,1,,,5,4,15
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Ural Great,87,SERGEY BELOV,MIKHAIL MIKHAILOV,31:36,7,3/8,,1/2,2,8,10,3,1,5,1,1,4,1,7
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Ural Great,87,SERGEY BELOV,PANAGIOTIS LIADELIS,35:03,18,5/9,1/4,5/7,,2,2,2,1,,,1,,8,21
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Ural Great,87,SERGEY BELOV,RUSLAN AVLEEV,38:50,28,7/9,3/4,5/8,4,2,6,1,1,2,,,3,5,30
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Ural Great,87,SERGEY BELOV,ANTHONY BOWIE,23:55,4,0/2,1/2,1/2,1,,1,1,,3,,,3,2,-2
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Ural Great,87,SERGEY BELOV,VASSIL EVTIMOV,1:33,,,,,1,,1,,,,,,,,1
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Kinder Bologna,78,ETTORE MESSINA,EMANUEL GINOBILI,17:32,,0/3,0/2,,,2,2,3,,,1,,5,1,-3
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Kinder Bologna,78,ETTORE MESSINA,DAVIDE BONORA,3:54,,,0/1,,,,,,,,,,1,,-2
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Kinder Bologna,78,ETTORE MESSINA,SANI BECIROVIC,27:51,10,5/9,0/2,,,2,2,4,1,2,,,5,1,5
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Kinder Bologna,78,ETTORE MESSINA,DAVID ANDERSEN,22:19,9,4/8,,1/3,2,1,3,,2,3,1,,5,4,5
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Kinder Bologna,78,ETTORE MESSINA,ANTOINE RIGAUDEAU,30:59,16,6/7,1/3,1/1,,1,1,1,3,,,,2,1,17
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Kinder Bologna,78,ETTORE MESSINA,RASHARD GRIFFITH,36:25,8,3/9,,2/2,4,7,11,3,,6,1,1,2,4,12
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Kinder Bologna,78,ETTORE MESSINA,DAVID BRKIC,12:42,6,1/1,0/1,4/4,1,1,2,,,1,,,,2,8
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Kinder Bologna,78,ETTORE MESSINA,MATJAZ SMODIS,12:58,14,3/3,2/4,2/2,1,1,2,,1,1,,,2,1,13
April 17 2002 00:00,MOLOT SPORT,2001-02,Top 16,Round 6,Kinder Bologna,78,ETTORE MESSINA,MARKO JARIC,35:20,15,4/7,2/5,1/4,2,1,3,4,4,,,,2,8,23
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Real Madrid,92,SERGIO SCARIOLO,ERIC STRUELENS,23:33,12,6/9,,,3,2,5,,1,3,,,3,,9
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Real Madrid,92,SERGIO SCARIOLO,SASA DJORDJEVIC,16:55,15,0/1,4/6,3/4,1,1,2,1,,6,,,3,3,8
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Real Madrid,92,SERGIO SCARIOLO,LUCIO ANGULO,5:41,2,1/2,0/1,,,,,,1,,,,2,,-1
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Real Madrid,92,SERGIO SCARIOLO,DUSAN VUKCEVIC,28:23,14,2/6,2/3,4/5,1,2,3,2,1,3,,,5,5,11
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Real Madrid,92,SERGIO SCARIOLO,ZAN TABAK,26:18,9,3/7,,3/4,3,8,11,1,,4,1,1,3,6,15
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Real Madrid,92,SERGIO SCARIOLO,ALBERTO HERREROS,32:50,25,1/5,7/10,2/2,2,2,4,,1,3,,1,3,6,22
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Real Madrid,92,SERGIO SCARIOLO,TONIN LLORENTE,6:18,3,,1/1,,,,,,,,,,1,,2
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Real Madrid,92,SERGIO SCARIOLO,EDU HERNANDEZ-SONSECA,26:51,5,2/2,0/1,1/2,1,4,5,,2,,1,,4,1,8
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Real Madrid,92,SERGIO SCARIOLO,STEFANO ATTRUIA,29:53,5,1/1,1/6,,,1,1,6,1,4,,,3,,1
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Real Madrid,92,SERGIO SCARIOLO,JUAN JOSE LOPEZ,3:18,2,1/1,,,,,,,,,,,,,2
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Efes Pilsen,109,OKTAY MAHMUTI,ENDER ARSLAN,24:17,8,1/5,2/3,,,1,1,1,3,2,,,1,3,8
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Efes Pilsen,109,OKTAY MAHMUTI,MARCUS BROWN,27:07,24,7/11,2/2,4/4,,1,1,2,3,2,,,4,3,23
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Efes Pilsen,109,OKTAY MAHMUTI,OMER ONAN,19:45,17,8/9,0/2,1/2,,,,1,2,2,,,2,4,16
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Efes Pilsen,109,OKTAY MAHMUTI,SAULIUS STOMBERGAS,30:00,18,4/6,2/3,4/6,1,5,6,2,3,1,,,3,4,24
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Efes Pilsen,109,OKTAY MAHMUTI,ARDA VEKILOGLU,20:00,5,2/3,0/2,1/3,,3,3,,,,,1,2,2,2
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Efes Pilsen,109,OKTAY MAHMUTI,KEREM TUNCERI,15:43,5,1/2,1/1,,,2,2,2,,3,,,1,,4
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Efes Pilsen,109,OKTAY MAHMUTI,ALPER YILMAZ,3:08,,,,,,,,,1,,,,,,1
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Efes Pilsen,109,OKTAY MAHMUTI,MEHMET OKUR,23:58,14,3/6,1/1,5/5,4,3,7,,,3,2,,4,3,16
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Efes Pilsen,109,OKTAY MAHMUTI,KAYA PEKER,10:00,,0/1,,,,1,1,1,,1,,,1,,-1
April 17 2002 00:00,PABELLON RAIMUNDO SAPORTA,2001-02,Top 16,Round 6,Efes Pilsen,109,OKTAY MAHMUTI,KASPARS KAMBALA,26:02,18,5/8,,8/9,4,2,6,,,,,1,3,6,22
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Union Olimpija,72,ZMAGOSLAV SAGADIN,JIRI WELSCH,28:30,20,6/12,0/1,8/9,1,3,4,,,3,,,5,8,16
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Union Olimpija,72,ZMAGOSLAV SAGADIN,VLADO ILIEVSKI,5:58,,,,,,,,1,1,,,,3,,-1
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Union Olimpija,72,ZMAGOSLAV SAGADIN,VLADIMER BOISA,10:44,2,0/3,0/1,2/2,,,,,1,,,1,1,4,1
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Union Olimpija,72,ZMAGOSLAV SAGADIN,STIPE MODRIC,17:17,2,1/1,,,1,2,3,,3,,,,4,2,6
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Union Olimpija,72,ZMAGOSLAV SAGADIN,BENO UDRIH,36:27,16,5/9,0/3,6/6,2,1,3,1,3,4,,,2,4,14
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Union Olimpija,72,ZMAGOSLAV SAGADIN,JURE ZDOVC,25:49,6,0/1,2/4,,,4,4,4,,1,,,3,1,8
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Union Olimpija,72,ZMAGOSLAV SAGADIN,TUNJI FEMI AWOJOBI,33:13,16,6/9,,4/6,1,2,3,1,2,2,,,3,6,18
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Union Olimpija,72,ZMAGOSLAV SAGADIN,NEDIM DAL,2:47,2,1/1,,,,,,,,1,,,1,,
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Union Olimpija,72,ZMAGOSLAV SAGADIN,HARIS MUJEZINOVIC,21:40,5,2/2,,1/2,1,1,2,1,,2,,,4,2,3
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Union Olimpija,72,ZMAGOSLAV SAGADIN,JASMIN HUKIC,17:35,3,1/2,0/3,1/2,,3,3,,2,2,,,4,1,-2
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Panathinaikos,79,ZELJKO OBRADOVIC,FRAGISKOS ALVERTIS,19:58,2,1/2,0/2,,,1,1,,2,,1,,3,1,1
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Panathinaikos,79,ZELJKO OBRADOVIC,GEORGIOS KALAITZIS,9:11,2,1/2,,,,,,1,,,,,2,,
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Panathinaikos,79,ZELJKO OBRADOVIC,JOHNNY ROGERS,9:11,,,,,,,,,1,,,,3,2,
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Panathinaikos,79,ZELJKO OBRADOVIC,DAMIR MULAOMEROVIC,27:38,16,6/6,0/3,4/7,,2,2,1,2,3,,,2,6,16
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Panathinaikos,79,ZELJKO OBRADOVIC,DEJAN BODIROGA,35:47,19,5/8,0/4,9/11,,3,3,1,1,2,,,3,7,17
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Panathinaikos,79,ZELJKO OBRADOVIC,DARRYL MIDDLETON,19:43,8,2/3,,4/6,2,2,4,,,4,,,4,5,6
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Panathinaikos,79,ZELJKO OBRADOVIC,IBRAHIM KUTLUAY,33:32,10,1/2,1/3,5/5,1,1,2,1,2,,,,3,5,14
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Panathinaikos,79,ZELJKO OBRADOVIC,COREY ALBANO,7:31,2,1/2,,,,2,2,,2,,,,1,1,5
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Panathinaikos,79,ZELJKO OBRADOVIC,LAZAROS PAPADOPOULOS,18:22,20,9/13,,2/3,2,2,4,,1,3,,,3,3,17
April 18 2002 00:00,ZAVOD TIVOLI,2001-02,Top 16,Round 6,Panathinaikos,79,ZELJKO OBRADOVIC,PEPE SANCHEZ,19:07,,,0/1,,,2,2,1,1,,,,4,,-1
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,AEK Athens,65,DRAGAN SAKOTA,JR HOLDEN,28:26,7,1/5,1/4,2/6,1,2,3,4,2,4,,1,,4,4
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,AEK Athens,65,DRAGAN SAKOTA,SPYRIDON PANTELIADIS,11:34,8,1/2,1/1,3/4,,,,1,,,,,1,3,9
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,AEK Athens,65,DRAGAN SAKOTA,CHRISTOPHER CARR,15:20,8,2/4,1/4,1/2,1,2,3,2,1,,,,2,3,9
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,AEK Athens,65,DRAGAN SAKOTA,NIKOLAOS CHATZIS,24:40,15,3/5,2/6,3/3,1,2,3,1,,,,,4,2,11
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,AEK Athens,65,DRAGAN SAKOTA,VASSILIS KIKILIAS,12:43,,,0/1,,,2,2,,,1,,,4,,-4
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,AEK Athens,65,DRAGAN SAKOTA,GEORGIOS TSIARAS,12:29,4,2/3,,0/3,1,3,4,1,,3,,,4,2,
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,AEK Athens,65,DRAGAN SAKOTA,JIM BILBA,19:30,3,0/1,1/2,,,3,3,,,1,,,2,,1
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,AEK Athens,65,DRAGAN SAKOTA,ANDY BETTS,40:00,15,1/7,,13/18,,8,8,1,,3,1,,2,10,19
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,AEK Athens,65,DRAGAN SAKOTA,MICHAILIS KAKIOUZIS,35:18,5,1/4,0/2,3/4,4,2,6,,2,1,,,1,3,8
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,Olympiacos,75,SLOBODAN SUBOTIC ,NIKOLAOS BOUNTOURIS,10:53,3,,1/2,,,1,1,2,1,1,,,3,,2
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,Olympiacos,75,SLOBODAN SUBOTIC ,THEODOROS PAPALOUKAS,26:53,8,2/4,1/2,1/2,3,,3,8,3,2,,,1,1,16
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,Olympiacos,75,SLOBODAN SUBOTIC ,DIMITRIOS PAPANIKOLAOU,9:56,,0/1,0/2,,,2,2,,,,,,1,,-2
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,Olympiacos,75,SLOBODAN SUBOTIC ,ALEKSEY SAVRASENKO,35:26,8,4/8,,0/2,5,5,10,1,,,,,4,1,10
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,Olympiacos,75,SLOBODAN SUBOTIC ,STEPHANE RISACHER,25:51,8,0/2,2/5,2/2,2,6,8,,1,2,1,1,4,1,7
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,Olympiacos,75,SLOBODAN SUBOTIC ,ALPHONSO FORD,32:32,24,8/14,1/3,5/8,3,3,6,5,3,4,,,4,8,27
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,Olympiacos,75,SLOBODAN SUBOTIC ,MILAN TOMIC,16:56,8,1/1,2/7,,,,,1,,1,,,2,1,2
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,Olympiacos,75,SLOBODAN SUBOTIC ,MISAN NIKAGBATSE,0:03,,,,,,,,,,,,,,,
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,Olympiacos,75,SLOBODAN SUBOTIC ,PATRICK FEMERLING,4:31,,0/1,,,,,,,,,,,1,,-2
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,Olympiacos,75,SLOBODAN SUBOTIC ,JAMES FORREST,23:35,11,5/14,,1/6,2,8,10,1,,1,,,4,3,6
April 18 2002 00:00,OLYMPIC BASKETBALL STADIUM,2001-02,Top 16,Round 6,Olympiacos,75,SLOBODAN SUBOTIC ,IGNACIO  DE MIGUEL,13:24,5,2/5,,1/1,1,2,3,,,1,,,3,5,6
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,Ulker,96,MURAT DIDIN,ASIM PARS,26:35,22,8/13,,6/7,,3,3,1,1,3,,1,5,6,18
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,Ulker,96,MURAT DIDIN,MUSTAFA ABI,4:24,,0/1,,,,2,2,,,,,,2,,-1
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,Ulker,96,MURAT DIDIN,ROBERTS STELMAHERS,19:14,4,1/3,,2/2,,,,4,2,1,,,2,2,7
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,Ulker,96,MURAT DIDIN,MILJAN GOLJOVIC,25:55,22,4/7,4/5,2/2,,2,2,1,,,,,4,4,21
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,Ulker,96,MURAT DIDIN,HAKKI HARUN ERDENAY,13:52,2,1/1,0/3,,1,,1,,1,,,,1,,
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,Ulker,96,MURAT DIDIN,ISAAC AUSTIN,23:46,7,0/1,2/6,1/2,,3,3,7,,5,1,,3,1,5
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,Ulker,96,MURAT DIDIN,TUTKU ACIK,29:30,13,2/3,3/6,,,1,1,4,5,,,,3,3,19
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,Ulker,96,MURAT DIDIN,KEREM GONLUM,22:36,6,3/7,,,3,1,4,1,,,,1,3,,3
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,Ulker,96,MURAT DIDIN,ZAZA PACHULIA,4:22,2,1/2,,,1,,1,,1,2,,,1,,
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,Ulker,96,MURAT DIDIN,HALUK YILDIRIM,29:46,18,1/3,5/7,1/2,,1,1,4,1,,,,5,2,16
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,CSKA Moscow,91,VALERY TIKHONENKO,CURTIS MC CANTS,25:39,11,4/6,1/3,,1,1,2,2,,2,,,1,1,9
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,CSKA Moscow,91,VALERY TIKHONENKO,MIRSAD TURKCAN,38:16,22,6/8,0/1,10/16,2,9,11,3,4,7,2,,3,11,34
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,CSKA Moscow,91,VALERY TIKHONENKO,RUBEN WOLKOWYSKY,34:58,17,6/11,1/1,2/2,1,8,9,3,,4,,,3,2,19
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,CSKA Moscow,91,VALERY TIKHONENKO,GORDAN GIRICEK,33:48,22,8/9,,6/7,1,3,4,4,1,3,,,2,7,31
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,CSKA Moscow,91,VALERY TIKHONENKO,ZAKHAR PASHUTIN,30:16,13,5/7,0/2,3/6,2,1,3,4,2,1,,1,3,6,16
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,CSKA Moscow,91,VALERY TIKHONENKO,RAIMONDS MIGLIENIKS,8:45,,,0/1,,,1,1,,,1,,,1,,-2
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,CSKA Moscow,91,VALERY TIKHONENKO,DMITRY DOMANI,24:12,6,2/2,,2/2,1,3,4,1,,2,,,5,2,6
April 18 2002 00:00,AHMET COMERT SPORTS HALL,2001-02,Top 16,Round 6,CSKA Moscow,91,VALERY TIKHONENKO,ALEXANDRE PETRENKO,4:06,,,,,,,,,,2,,,,,-2
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Tau Ceramica,65,DUSKO IVANOVIC,LUIS SCOLA,16:58,5,2/4,,1/2,2,,2,1,2,4,1,,4,1,1
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Tau Ceramica,65,DUSKO IVANOVIC,ANDRES NOCIONI,13:51,10,2/3,2/2,,1,3,4,,,1,1,,5,,8
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Tau Ceramica,65,DUSKO IVANOVIC,ELMER BENNETT,33:15,17,2/4,3/7,4/6,1,1,2,4,,2,,,2,5,16
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Tau Ceramica,65,DUSKO IVANOVIC,LAURENT FOIREST,26:31,4,0/1,1/4,1/2,,2,2,1,,1,,,4,4,1
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Tau Ceramica,65,DUSKO IVANOVIC,SERGI VIDAL,19:19,4,2/5,0/1,,,2,2,1,2,,,,,,5
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Tau Ceramica,65,DUSKO IVANOVIC,HUGO SCONOCHINI,22:20,2,1/4,0/1,0/2,2,1,3,1,1,2,1,,2,3,1
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Tau Ceramica,65,DUSKO IVANOVIC,CHRISTOS HARISSIS,9:46,6,2/3,0/2,2/2,,,,,1,1,,,2,1,2
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Tau Ceramica,65,DUSKO IVANOVIC,DEJAN TOMASEVIC,25:13,7,2/7,,3/4,3,2,5,,1,1,,1,1,3,7
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Tau Ceramica,65,DUSKO IVANOVIC,GABRIEL FERNANDEZ,9:26,2,1/1,0/2,0/2,2,2,4,,,,,,1,1,2
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Tau Ceramica,65,DUSKO IVANOVIC,FABRICIO OBERTO,23:21,8,3/10,,2/7,3,5,8,,,4,,,5,4,-1
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Maccabi Elite,94,DAVID BLATT,NADAV HENEFELD,20:56,4,2/3,,0/2,,4,4,2,1,2,,1,3,2,4
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Maccabi Elite,94,DAVID BLATT,DERRICK SHARP,27:55,20,3/3,3/3,5/6,2,,2,2,1,2,,,3,4,23
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Maccabi Elite,94,DAVID BLATT,NATE HUFFMAN,8:15,2,1/2,,,,1,1,1,1,,,,2,,2
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Maccabi Elite,94,DAVID BLATT,ANTHONY PARKER,38:29,21,7/13,1/3,4/5,,2,2,4,3,1,1,,1,9,29
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Maccabi Elite,94,DAVID BLATT,GUR SHELEF,12:59,2,1/2,,0/1,,2,2,,,2,,,4,1,-3
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Maccabi Elite,94,DAVID BLATT,TAL BURSTEIN,15:05,,,,,,1,1,2,,3,,,1,,-1
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Maccabi Elite,94,DAVID BLATT,YOAV SAFFAR,8:49,4,2/2,0/1,,1,2,3,,1,1,,,,,6
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Maccabi Elite,94,DAVID BLATT,RADISLAV CURCIC,16:36,10,4/7,,2/3,,3,3,,,3,,1,3,2,4
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Maccabi Elite,94,DAVID BLATT,ARRIEL McDONALD,26:01,17,3/5,3/4,2/2,,3,3,2,2,1,,,3,4,21
April 18 2002 00:00,FERNANDO BUESA ARENA,2001-02,Top 16,Round 6,Maccabi Elite,94,DAVID BLATT,HUSEYIN BESOK,24:55,14,3/7,1/1,5/6,4,7,11,1,,,,1,2,4,22
May 03 2002 20:30,PALAMALAGUTI,2001-02,Final Four,SEMIFINAL A,Benetton Basket,82,MIKE D'ANTONI,MARCELO NICOLA,20:00,3,0/1,0/2,3/4,,,,,,1,,,3,2,-3
May 03 2002 20:30,PALAMALAGUTI,2001-02,Final Four,SEMIFINAL A,Benetton Basket,82,MIKE D'ANTONI,TYUS EDNEY,32:00,19,5/10,2/3,3/4,,2,2,1,3,3,,,1,5,19
